,org_text,clean_text,end_time,start_time,url
749,VISIT,visit,176.109,173.006,https://www.youtube.com/watch?v=2fxtI59FmNs
752,WATER,water,192.959,189.589,https://www.youtube.com/watch?v=2fxtI59FmNs
753,WRITE,write,208.909,204.838,https://www.youtube.com/watch?v=2fxtI59FmNs
755,YESTERDAY,yesterday,216.917,213.513,https://www.youtube.com/watch?v=2fxtI59FmNs
757,FINISH,finish,225.625,223.957,https://www.youtube.com/watch?v=2fxtI59FmNs
758,LOOK-FOR,search,3.738,0.0,https://www.youtube.com/watch?v=V-uRsxfpNWA
776,NEGATIVE,negative,146.747,144.411,https://www.youtube.com/watch?v=kJ0pTv_VDo0
779,RICH,rich,266.5,262.762,https://www.youtube.com/watch?v=kJ0pTv_VDo0
780,POOR,poor,269.903,266.9,https://www.youtube.com/watch?v=kJ0pTv_VDo0
794,GIVE,give,38.572,33.8,https://www.youtube.com/watch?v=UlRyKsP78qQ
795,HELP,help,58.058,56.156,https://www.youtube.com/watch?v=UlRyKsP78qQ
798,PAPER,paper,95.395,93.56,https://www.youtube.com/watch?v=UlRyKsP78qQ
837,HOTEL,hotel,99.633,95.395,https://www.youtube.com/watch?v=-tZBgPMjjZM
840,RETIRE,retire,148.949,147.247,https://www.youtube.com/watch?v=-tZBgPMjjZM
841,SIGHT-SEE,see,153.82,149.716,https://www.youtube.com/watch?v=-tZBgPMjjZM
848,SHOW (av),show,4.868,0.0,https://www.youtube.com/watch?v=qL-N8RIGPZY
853,FOLLOW,follow,81.7,79.6,https://www.youtube.com/watch?v=E1wk7VLRWQs
854,INTERNET,internet,98.033,96.467,https://www.youtube.com/watch?v=E1wk7VLRWQs
869,SINCE,since,5.9350000000000005,0.0,https://www.youtube.com/watch?v=ig7b4o7eqeU
870,curious,curious,32.833,29.596,https://www.youtube.com/watch?v=i3kHyGqqg_M
871,earn,earn,40.34,37.371,https://www.youtube.com/watch?v=i3kHyGqqg_M
872,"false, fake",false,47.814,44.311,https://www.youtube.com/watch?v=i3kHyGqqg_M
874,hit,hit,64.364,60.861,https://www.youtube.com/watch?v=i3kHyGqqg_M
877,nervous,nervous,81.948,78.411,https://www.youtube.com/watch?v=i3kHyGqqg_M
878,never,never,85.819,82.182,https://www.youtube.com/watch?v=i3kHyGqqg_M
883,"real, true",true,121.988,118.084,https://www.youtube.com/watch?v=i3kHyGqqg_M
884,science,science,140.84,137.237,https://www.youtube.com/watch?v=i3kHyGqqg_M
924,PAIN,hurt,22.589,19.586,https://www.youtube.com/watch?v=Z7Z6RzQ4vCU
938,OFTEN,often,169.736,167.334,https://www.youtube.com/watch?v=Z7Z6RzQ4vCU
955,truck,truck,35.168,32.199,https://www.youtube.com/watch?v=2P9wXIPhGUQ
970,AFRAID,afraid,62.195,60.294,https://www.youtube.com/watch?v=xQR5y_xUtpA
971,CAN,can,73.874,72.072,https://www.youtube.com/watch?v=xQR5y_xUtpA
975,LIKE,like,89.122,87.254,https://www.youtube.com/watch?v=xQR5y_xUtpA
979,UNDERSTAND,understand,102.97,100.767,https://www.youtube.com/watch?v=xQR5y_xUtpA
981,ME,me,108.575,107.474,https://www.youtube.com/watch?v=xQR5y_xUtpA
1035,PROUD,proud,231.933,227.867,https://www.youtube.com/watch?v=91foGHKuwL0
1041,LONELY,lonely,346.067,342.167,https://www.youtube.com/watch?v=91foGHKuwL0
1059,TOWEL,towel,84.184,81.748,https://www.youtube.com/watch?v=yXfIcGcIpO4
1063,for EXAMPLE...,example,111.278,109.81,https://www.youtube.com/watch?v=yXfIcGcIpO4
1082,BLUE,blue,17.317,14.414,https://www.youtube.com/watch?v=otTiJBUrJmI
1089,CLASS,class,37.17,35.168,https://www.youtube.com/watch?v=otTiJBUrJmI
1094,FOR,for,54.087,52.319,https://www.youtube.com/watch?v=otTiJBUrJmI
1101,IN,in,78.946,75.609,https://www.youtube.com/watch?v=otTiJBUrJmI
1114,RED,red,119.319,116.45,https://www.youtube.com/watch?v=otTiJBUrJmI
1115,REMEMBER,remember,122.856,119.553,https://www.youtube.com/watch?v=otTiJBUrJmI
1120,WHITE,white,138.505,136.203,https://www.youtube.com/watch?v=otTiJBUrJmI
1121,YELLOW,yellow,144.611,141.842,https://www.youtube.com/watch?v=otTiJBUrJmI
1147,PLEASE,please,2.737,0.0,https://www.youtube.com/watch?v=LTVv46_N764
1161,MAN,man,23.323,21.221,https://www.youtube.com/watch?v=sUC-XDC5TvA
1162,SON,son,27.06,24.758,https://www.youtube.com/watch?v=sUC-XDC5TvA
1163,COUSIN (male),cousin,31.198,29.029,https://www.youtube.com/watch?v=sUC-XDC5TvA
1165,GIRL,girl,39.473,37.771,https://www.youtube.com/watch?v=sUC-XDC5TvA
1180,YOUNG,young,105.472,103.136,https://www.youtube.com/watch?v=sUC-XDC5TvA
1182,BUT,but,120.954,119.019,https://www.youtube.com/watch?v=sUC-XDC5TvA
1183,GET,get,124.825,122.889,https://www.youtube.com/watch?v=sUC-XDC5TvA
1197,Big ,big,6.667,3.333,https://www.youtube.com/watch?v=UEgTzBW3khs
1217,FEW,few,18.018,17.317,https://www.youtube.com/watch?v=WOoFI9xmBNo
1218,SAVE (to store up),save,25.826,23.423,https://www.youtube.com/watch?v=WOoFI9xmBNo
1223,DISCUSS,discuss,53.72,50.717,https://www.youtube.com/watch?v=WOoFI9xmBNo
1260,PASS,pass,107.774,104.771,https://www.youtube.com/watch?v=5QO6BTt9-T0
1265,HAPPEN,happen,130.297,127.627,https://www.youtube.com/watch?v=5QO6BTt9-T0
1276,AREA (location),area,37.771,34.434,https://www.youtube.com/watch?v=H3eHAKpTF70
1301,HURRY,hurry,62.635,60.192,https://www.youtube.com/watch?v=-hzoIOWYJac
1309,alone,alone,10.911,6.106,https://www.youtube.com/watch?v=9TFzEKmb5fE
1311,better,better,21.555,18.452,https://www.youtube.com/watch?v=9TFzEKmb5fE
1312,borrow,loan,26.26,21.788,https://www.youtube.com/watch?v=9TFzEKmb5fE
1318,listen,listen,102.035,99.7,https://www.youtube.com/watch?v=9TFzEKmb5fE
1322,thin,thin,158.592,154.688,https://www.youtube.com/watch?v=9TFzEKmb5fE
1349,DURING,during,228.628,225.625,https://www.youtube.com/watch?v=UIAYf-tC9g8
1358,MUST,must,22.322,20.854,https://www.youtube.com/watch?v=jE6qpXmh4VU
1359,IF / SUPPOSE,if,31.465,29.73,https://www.youtube.com/watch?v=jE6qpXmh4VU
1361,FIRST,first,63.363,59.293,https://www.youtube.com/watch?v=jE6qpXmh4VU
1362,SPEED,speed,67.1,64.798,https://www.youtube.com/watch?v=jE6qpXmh4VU
1368,DON&#39;T,not,117.684,116.116,https://www.youtube.com/watch?v=jE6qpXmh4VU
1372,ALWAYS,always,138.205,135.135,https://www.youtube.com/watch?v=jE6qpXmh4VU
1400,FUN,fun,35.135,33.567,https://www.youtube.com/watch?v=ZI3Yk215al0
1402,INSIDE,inside,53.82,52.319,https://www.youtube.com/watch?v=ZI3Yk215al0
1404,WEATHER,weather,64.131,61.795,https://www.youtube.com/watch?v=ZI3Yk215al0
1406,WARM,warm,95.295,93.06,https://www.youtube.com/watch?v=ZI3Yk215al0
1408,COOL,cool,101.568,99.7,https://www.youtube.com/watch?v=ZI3Yk215al0
1418,WOOD,wood,65.399,63.23,https://www.youtube.com/watch?v=DTJTvteF4uc
1419,METAL,metal,68.135,66.333,https://www.youtube.com/watch?v=DTJTvteF4uc
1432,EDUCATION,education,67.433,66.1,https://www.youtube.com/watch?v=c49qWjgFtRI
1445,CLASSROOM,classroom,182.1,180.1,https://www.youtube.com/watch?v=c49qWjgFtRI
1479,POSITIVE,positive,24.633,23.1,https://www.youtube.com/watch?v=Q6JDQXAPosk
1481,FUNNY,funny,41.733,40.233,https://www.youtube.com/watch?v=Q6JDQXAPosk
1482,QUIET,quiet,43.7,42.733,https://www.youtube.com/watch?v=Q6JDQXAPosk
1500,Long ,long,4.467,0.0,https://www.youtube.com/watch?v=haEEDNubsmc
1533,CANDLE,candle,56.523,53.687,https://www.youtube.com/watch?v=_nz_sivss20
1536,MAGAZINE,magazine,86.987,84.985,https://www.youtube.com/watch?v=_nz_sivss20
1539,TOGETHER,together,164.031,161.628,https://www.youtube.com/watch?v=_nz_sivss20
1553,CHALLENGE,challenge,289.856,287.687,https://www.youtube.com/watch?v=_nz_sivss20
1571,weekend,weekend,3.333,1.333,https://www.youtube.com/watch?v=EafXAOz5m58
1589,CHICKEN,chicken,106.34,104.271,https://www.youtube.com/watch?v=Z1XbXReP_UY
1597,MILK,milk,137.037,134.968,https://www.youtube.com/watch?v=Z1XbXReP_UY
1600,SUGAR,sugar,151.952,149.683,https://www.youtube.com/watch?v=Z1XbXReP_UY
1621,BOYFRIEND,boyfriend,24.157,21.355,https://www.youtube.com/watch?v=9p6eojPZWu4
1622,GIRLFRIEND,girlfriend,28.562,25.792,https://www.youtube.com/watch?v=9p6eojPZWu4
1625,to be SINGLE,single,39.973,37.838,https://www.youtube.com/watch?v=9p6eojPZWu4
1632,DATE,date,92.859,91.058,https://www.youtube.com/watch?v=9p6eojPZWu4
1634,LOVE,love,100.5,98.665,https://www.youtube.com/watch?v=9p6eojPZWu4
1638,HAT,hat,2.035,0.0,https://www.youtube.com/watch?v=Cw7DfeqaQu0
1642,CHEAP,cheap,15.833,14.333,https://www.youtube.com/watch?v=GlTv1MlDW-o
1646,COST,cost,37.433,34.533,https://www.youtube.com/watch?v=GlTv1MlDW-o
1692,CRY,cry,54.521,50.651,https://www.youtube.com/watch?v=8W98Dr2gH_g
1701,"MARRY, marriage",marry,116.016,111.345,https://www.youtube.com/watch?v=8W98Dr2gH_g
1702,MORE,more,127.294,123.49,https://www.youtube.com/watch?v=8W98Dr2gH_g
1709,"REFUSE, won&#39;t",refuse,175.142,171.638,https://www.youtube.com/watch?v=8W98Dr2gH_g
1710,RESTAURANT,restaurant,179.379,174.708,https://www.youtube.com/watch?v=8W98Dr2gH_g
1712,SHOULD,should,187.687,184.651,https://www.youtube.com/watch?v=8W98Dr2gH_g
1714,SLOW,slow,196.53,191.858,https://www.youtube.com/watch?v=8W98Dr2gH_g
1720,early,early,32.332,28.462,https://www.youtube.com/watch?v=71vyx6s25i4
1725,lie,lie,64.498,60.06,https://www.youtube.com/watch?v=71vyx6s25i4
1726,loud,loud,69.57,64.731,https://www.youtube.com/watch?v=71vyx6s25i4
1728,rest,rest,130.964,127.127,https://www.youtube.com/watch?v=71vyx6s25i4
1732,sun,sun,174.574,170.07,https://www.youtube.com/watch?v=71vyx6s25i4
1739,CLOSE,close,1.736,0.0,https://www.youtube.com/watch?v=GPAPxPil9lM
1752,PIZZA,pizza,39.806,37.804,https://www.youtube.com/watch?v=-O61XJs7z1o
1755,SOUP,soup,53.587,51.084,https://www.youtube.com/watch?v=-O61XJs7z1o
1794,MIX,mix,69.636,64.665,https://www.youtube.com/watch?v=99noLwmY2Bc
1798,BITTER,bitter,136.436,132.466,https://www.youtube.com/watch?v=99noLwmY2Bc
1863,BAT,bat,21.667,20.267,https://www.youtube.com/watch?v=vQ78e7xLCoc
1882,COOK,cook,4.7379999999999995,3.27,https://www.youtube.com/watch?v=29KwekCeoCw
1896,BEDROOM,bedroom,34.401,32.399,https://www.youtube.com/watch?v=fhBgT8DEPeY
1901,PIANO,piano,74.675,71.371,https://www.youtube.com/watch?v=fhBgT8DEPeY
1911,JUNIOR,junior,22.456,17.651,https://www.youtube.com/watch?v=YrBEWpOlFJQ
1912,SENIOR,senior,26.426,24.291,https://www.youtube.com/watch?v=YrBEWpOlFJQ
1917,MAJOR,major,58.559,56.056,https://www.youtube.com/watch?v=YrBEWpOlFJQ
1927,AROUND (approximate time),around,108.542,106.373,https://www.youtube.com/watch?v=YrBEWpOlFJQ
1929,ALARM / BELL,alarm,119.286,117.184,https://www.youtube.com/watch?v=YrBEWpOlFJQ
1949,DESCRIBE,explain,11.745,9.676,https://www.youtube.com/watch?v=kVIt-qr5P2s
1958,PREGNANT,pregnant,117.184,114.181,https://www.youtube.com/watch?v=kVIt-qr5P2s
1963,SHORT,short,175.342,171.138,https://www.youtube.com/watch?v=kVIt-qr5P2s
1977,AGAIN,again,28.896,24.858,https://www.youtube.com/watch?v=FwGL9FjFpYI&t=1s
1999,good bye,bye,155.589,153.253,https://www.youtube.com/watch?v=FwGL9FjFpYI&t=1s
2004,he,he,175.776,174.341,https://www.youtube.com/watch?v=FwGL9FjFpYI&t=1s
2047,WE,we,416.516,414.547,https://www.youtube.com/watch?v=FwGL9FjFpYI&t=1s
2065,"YOU
(plural)",you,525.058,522.722,https://www.youtube.com/watch?v=FwGL9FjFpYI&t=1s
2068,YES,yes,535.235,532.165,https://www.youtube.com/watch?v=FwGL9FjFpYI&t=1s
2069,NO,no,536.803,535.301,https://www.youtube.com/watch?v=FwGL9FjFpYI&t=1s
2081,POOL (FINGERSPELLED),pool,71.2,69.267,https://www.youtube.com/watch?v=-QZYGYEZlQg
2092,to CAMP,camp,47.848,45.512,https://www.youtube.com/watch?v=qzjVxb4dACY
2151,PARTNER,partner,19.733,17.633,https://www.youtube.com/watch?v=kwCfdkhc37c
2198,CHANGE,change,217.184,214.648,https://www.youtube.com/watch?v=daBAFjSxPpM
2223,ALSO / SAME-AS,also,12.846,10.777,https://www.youtube.com/watch?v=hFt3V1idFc4
2226,NORTH,north,31.932,29.83,https://www.youtube.com/watch?v=hFt3V1idFc4
2227,SOUTH,south,34.101,32.432,https://www.youtube.com/watch?v=hFt3V1idFc4
2228,EAST,east,36.703,34.935,https://www.youtube.com/watch?v=hFt3V1idFc4
2258,SOON,soon,136.937,133.6,https://www.youtube.com/watch?v=fvo9sildXos
2280,List,list,5.467,4.4,https://www.youtube.com/watch?v=xbVVThaez2g
2322,RESEARCH,research,95.938,93.661,https://www.youtube.com/watch?v=1r5V8ZGwnJg
2357,DRIVE,drive,1.768,0.0,https://www.youtube.com/watch?v=G8sQiC7q6Kc
2379,"they, them",they,116.149,113.013,https://www.youtube.com/watch?v=HBQaI1ZG-LU
2384,"weak, weakness",weak,136.103,132.566,https://www.youtube.com/watch?v=HBQaI1ZG-LU
2393,HIS / HERS / ITS,his,40.841,38.472,https://www.youtube.com/watch?v=exk-qIRNw7Y
2394,OUR / OURS,our,44.611,42.409,https://www.youtube.com/watch?v=exk-qIRNw7Y
2396,THEIR / THEIRS,their,51.852,49.783,https://www.youtube.com/watch?v=exk-qIRNw7Y
2442,SOMETIMES,sometimes,38.387,36.312,https://www.youtube.com/watch?v=YQq46bgn-oI
2622,Apartment ,apartment,4.967,0.0,https://www.youtube.com/watch?v=0zkH2lXe5jc
2656,TAKE,take,3.933,0.0,https://www.youtube.com/watch?v=2XukQ6DOr_g
2666,STEAK,steak,30.444,28.571,https://www.youtube.com/watch?v=HPUrVQbnNiU
2778,PERSONALITY,personality,157.357,155.022,https://www.youtube.com/watch?v=Abj2Yj4vbtk
2784,STRONG,strong,188.321,185.318,https://www.youtube.com/watch?v=Abj2Yj4vbtk
2817,FAR,far,112.245,109.71,https://www.youtube.com/watch?v=tlUZKsbXNcI
2841,GAS (noun),gas,61.061,59.192,https://www.youtube.com/watch?v=gBZ4NirFDo4
2879,HATE,hate,82.449,79.846,https://www.youtube.com/watch?v=2sGQuduhAf4
2960,uncle,uncle,135.836,133.166,https://www.youtube.com/watch?v=bXyG4iebEBo
2961,wife,wife,139.006,136.069,https://www.youtube.com/watch?v=bXyG4iebEBo
2977,FEEL,feel,123.123,118.151,https://www.youtube.com/watch?v=1kNszi0e9XU
3165,MANAGER,manager,53.398,51.357,https://www.youtube.com/watch?v=7klDf0ZSN_M
3198,JUICE,juice,21.845,20.674,https://www.youtube.com/watch?v=6Mmgrtw_Zro
3239,TOTAL / ADD UP,total,76.143,73.64,https://www.youtube.com/watch?v=eLpHf9bfdsI
3273,DESTROY,destroy,27.895,23.557,https://www.youtube.com/watch?v=pTMa7WMReyk
3324,PLUS,plus,12.6,11.433,https://www.youtube.com/watch?v=_ae6uU5-8nQ
3395,WELCOME,welcome,9.91,6.907,https://www.youtube.com/watch?v=FBimL8-ND3E
3490,CLOTHES,clothes,1.935,0.0,https://www.youtube.com/watch?v=RVnoNW53qFU
3495,DIRTY,dirty,33.927,30.725,https://www.youtube.com/watch?v=SJAhRxI7i9c
3677,MEDIUM,medium,41.341,39.039,https://www.youtube.com/watch?v=s2xJgfOn6FA
3679,ONLY,only,48.515,46.113,https://www.youtube.com/watch?v=s2xJgfOn6FA
3727,STEP-,step,66.7,64.865,https://www.youtube.com/watch?v=ktkz1BUzs48
3733,INTERESTING,interesting,107.341,104.671,https://www.youtube.com/watch?v=ktkz1BUzs48
3777,OPEN (AS IN BOX),open,12.367,11.367,https://www.youtube.com/watch?v=oXzTnqvjnN8
3785,RECEIVE,receive,34.0,32.133,https://www.youtube.com/watch?v=oXzTnqvjnN8
3883,Famous,famous,106.84,106.139,https://www.youtube.com/watch?v=s-Km4Ni0Zko
3888,Complaining,complain,129.429,127.627,https://www.youtube.com/watch?v=s-Km4Ni0Zko
3980,ECONOMICS,economics,41.575,39.172,https://www.youtube.com/watch?v=3TU7xovzhMo
3982,ENGINEERING,engineering,52.553,49.75,https://www.youtube.com/watch?v=3TU7xovzhMo
3992,CHEMISTRY,chemistry,127.694,124.491,https://www.youtube.com/watch?v=3TU7xovzhMo
3993,PHYSICS,physics,130.797,128.695,https://www.youtube.com/watch?v=3TU7xovzhMo
413,Adopt,adopt,63.7,59.567,https://www.youtube.com/watch?v=KCBm23SrUe4
1175,drawer,drawer,4.79,0.0,https://www.youtube.com/watch?v=1PHSaRIwArw
1284,OUT,out,346.413,342.342,https://www.youtube.com/watch?v=sErq0TJMKEo
1564,WILL,will,276.28,270.12,https://www.youtube.com/watch?v=fKjsdtMU3fc
1852,Crash,crash,74.575,71.905,https://www.youtube.com/watch?v=aa7YpBt_SGk
2838,Ok!,ok,28.228,27.16,https://www.youtube.com/watch?v=FBD4NFz4QaA
3183,acquire [GET/obtain],acquire,2.867,0.0,https://www.youtube.com/watch?v=2j7WDaPzZJ8
7109,APPEARANCE,appearance,230.964,227.194,https://www.youtube.com/watch?v=WprUBqi3iBc
8017,purchase-[BUY],purchase,1.835,0.0,https://www.youtube.com/watch?v=4sEBkCH4gsM
10330,SPELL,spell,2.267,0.0,https://www.youtube.com/watch?v=Z2LbdWKhkdk
14009,THANKS,thanks,79.713,78.946,https://www.youtube.com/watch?v=yG09SQB0Hds
15583,DISH,dish,3.37,0.0,https://www.youtube.com/watch?v=4K3W6-GOD60
3144,ABLE,able,3.067,0.0,https://www.youtube.com/watch?v=6oYVso-7bI0
4248,INSECT,insect,2.733,0.0,https://www.youtube.com/watch?v=5YAhvSSgvqs
